,user_id,movie_id,score
1361,55210,8358,4
1362,50791,91426,4
1363,55210,8358,4
1364,50791,91426,4
1365,24378,7992,3
1366,55210,8358,4
1367,118579,10440,3
1368,50791,91426,4
1369,118579,10440,3
1370,117811,32407,4
1371,118579,10440,3
1372,118579,10440,3
1373,117811,32407,4
1374,71154,91549,4
1375,71154,91549,4
1376,55210,8358,4
1377,50791,91426,4
1378,118579,10440,3
1379,117811,32407,4
1380,117811,32407,4
1381,55210,8358,4
1382,50791,91426,4
1383,50791,91426,4
1384,24378,7992,3
1385,117811,32407,4
1386,50791,91426,4
1387,118579,10440,3
1388,117811,32407,4
1389,118579,10440,3
1390,24378,7992,3
1391,24378,7992,3
1392,24378,7992,3
1393,71154,91549,4
1394,71154,91549,4
1395,55210,8358,4
1396,71154,91549,4
1397,50791,91426,4
1398,50791,91426,4
1399,117811,32407,4
1400,55210,8358,4
1401,55210,8358,4
1402,50791,91426,4
1403,117811,32407,4
1404,117811,32407,4
1405,24378,7992,3
1406,117811,32407,4
1407,24378,7992,3
1408,55210,8358,4
1409,118579,10440,3
1410,117811,32407,4
1411,71154,91549,4
1412,24378,7992,3
1413,71154,91549,4
1414,50791,91426,4
1415,50791,91426,4
1416,117811,32407,4
1417,55210,8358,4
1418,50791,91426,4
1419,55210,8358,4
1420,117811,32407,4
1421,117811,32407,4
1422,118579,10440,3
1423,118579,10440,3
1424,24378,7992,3
1425,24378,7992,3
1426,71154,91549,4
1427,71154,91549,4
1428,55210,8358,4
1429,55210,8358,4
1430,50791,91426,4
1431,118579,10440,3
1432,55210,8358,4
1433,24378,7992,3
1434,24378,7992,3
1435,55210,8358,4
1436,117811,32407,4
1437,118579,10440,3
1438,50791,91426,4
1439,117811,32407,4
1440,118579,10440,3
1441,50791,91426,4
1442,71154,91549,4
1443,24378,7992,3
1444,55210,8358,4
1445,71154,91549,4
1446,50791,91426,4
1447,50791,91426,4
1448,117811,32407,4
1449,55210,8358,4
1450,50791,91426,4
1451,55210,8358,4
1452,71154,91549,4
1453,50791,91426,4
1454,118579,10440,3
1455,117811,32407,4
1456,118579,10440,3
1457,118579,10440,3
1458,117811,32407,4
1459,117811,32407,4
1460,55210,8358,4
1461,50791,91426,4
1462,24378,7992,3
1463,55210,8358,4
1464,71154,91549,4
1465,118579,10440,3
1466,118579,10440,3
1467,55210,8358,4
1468,50791,91426,4
1469,24378,7992,3
1470,117811,32407,4
1471,50791,91426,4
1472,117811,32407,4
1473,118579,10440,3
1474,24378,7992,3
1475,24378,7992,3
1476,55210,8358,4
1477,24378,7992,3
1478,71154,91549,4
1479,71154,91549,4
1480,24378,7992,3
1481,71154,91549,4
1482,55210,8358,4
1483,50791,91426,4
1484,50791,91426,4
1485,118579,10440,3
1486,117811,32407,4
1487,55210,8358,4
1488,55210,8358,4
1489,24378,7992,3
1490,24378,7992,3
1491,118579,10440,3
1492,118579,10440,3
1493,24378,7992,3
1494,24378,7992,3
1495,71154,91549,4
1496,71154,91549,4
1497,55210,8358,4
1498,118579,10440,3
1499,117811,32407,4
1500,118579,10440,3
1501,117811,32407,4
1502,50791,91426,4
1503,50791,91426,4
1504,55210,8358,4
1505,71154,91549,4
1506,117811,32407,4
1507,118579,10440,3
1508,118579,10440,3
1509,24378,7992,3
1510,55210,8358,4
1511,50791,91426,4
1512,71154,91549,4
1513,71154,91549,4
1514,118579,10440,3
1515,117811,32407,4
1516,71154,91549,4
1517,71154,91549,4
1518,71154,91549,4
1519,50791,91426,4
1520,117811,32407,4
1521,50791,91426,4
1522,24378,7992,3
1523,118579,10440,3
1524,117811,32407,4
1525,24378,7992,3
1526,117811,32407,4
1527,24378,7992,3
1528,55210,8358,4
1529,50791,91426,4
1530,24378,7992,3
1531,118579,10440,3
1532,117811,32407,4
1533,71154,91549,4
1534,117811,32407,4
1535,50791,91426,4
1536,24378,7992,3
1537,50791,91426,4
1538,118579,10440,3
1539,55210,8358,4
1540,118579,10440,3
1541,117811,32407,4
1542,24378,7992,3
1543,24378,7992,3
1544,24378,7992,3
1545,71154,91549,4
1546,71154,91549,4
1547,55210,8358,4
1548,71154,91549,4
1549,118579,10440,3
1550,118579,10440,3
1551,50791,91426,4
1552,50791,91426,4
1553,24378,7992,3
1554,50791,91426,4
1555,117811,32407,4
1556,117811,32407,4
1557,50791,91426,4
1558,24378,7992,3
1559,118579,10440,3
1560,55210,8358,4
1561,24378,7992,3
1562,24378,7992,3
1563,71154,91549,4
1564,118579,10440,3
1565,117811,32407,4
1566,55210,8358,4
1567,50791,91426,4
1568,117811,32407,4
1569,117811,32407,4
1570,55210,8358,4
1571,55210,8358,4
1572,50791,91426,4
1573,24378,7992,3
1574,24378,7992,3
1575,55210,8358,4
1576,55210,8358,4
1577,50791,91426,4
1578,118579,10440,3
1579,117811,32407,4
1580,24378,7992,3
1581,55210,8358,4
1582,118579,10440,3
1583,71154,91549,4
1584,55210,8358,4
1585,55210,8358,4
1586,118579,10440,3
1587,50791,91426,4
1588,24378,7992,3
1589,24378,7992,3
1590,117811,32407,4
1591,55210,8358,4
1592,71154,91549,4
1593,118579,10440,3
1594,24378,7992,3
1595,71154,91549,4
1596,55210,8358,4
1597,71154,91549,4
1598,50791,91426,4
1599,50791,91426,4
1600,71154,91549,4
1601,118579,10440,3
1602,118579,10440,3
1603,55210,8358,4
1604,50791,91426,4
1605,118579,10440,3
1606,50791,91426,4
1607,117811,32407,4
1608,71154,91549,4
1609,117811,32407,4
1610,24378,7992,3
1611,55210,8358,4
1612,71154,91549,4
1613,71154,91549,4
1614,117811,32407,4
1615,50791,91426,4
1616,71154,91549,4
1617,24378,7992,3
1618,55210,8358,4
1619,117811,32407,4
1620,117811,32407,4
1621,71154,91549,4
1622,117811,32407,4
1623,71154,91549,4
1624,71154,91549,4
1625,50791,91426,4
1626,50791,91426,4
1627,71154,91549,4
1628,71154,91549,4
1629,50791,91426,4
1630,118579,10440,3
1631,117811,32407,4
1632,117811,32407,4
1633,117811,32407,4
1634,24378,7992,3
1635,24378,7992,3
1636,55210,8358,4
1637,71154,91549,4
1638,24378,7992,3
1639,117811,32407,4
1640,55210,8358,4
1641,50791,91426,4
1642,50791,91426,4
1643,117811,32407,4
1644,55210,8358,4
1645,117811,32407,4
1646,50791,91426,4
1647,24378,7992,3
1648,24378,7992,3
1649,118579,10440,3
1650,117811,32407,4
1651,55210,8358,4
1652,71154,91549,4
1653,71154,91549,4
1654,24378,7992,3
1655,118579,10440,3
1656,117811,32407,4
1657,24378,7992,3
1658,71154,91549,4
1659,71154,91549,4
1660,55210,8358,4
1661,118579,10440,3
1662,117811,32407,4
1663,55210,8358,4
1664,24378,7992,3
1665,50791,91426,4
1666,55210,8358,4
1667,118579,10440,3
1668,117811,32407,4
1669,118579,10440,3
1670,117811,32407,4
1671,24378,7992,3
1672,118579,10440,3
1673,117811,32407,4
1674,55210,8358,4
1675,71154,91549,4
1676,71154,91549,4
1677,117811,32407,4
1678,24378,7992,3
1679,71154,91549,4
1680,71154,91549,4
1681,55210,8358,4
1682,50791,91426,4
1683,50791,91426,4
1684,118579,10440,3
1685,118579,10440,3
1686,117811,32407,4
1687,50791,91426,4
1688,24378,7992,3
1689,24378,7992,3
1690,50791,91426,4
1691,118579,10440,3
1692,117811,32407,4
1693,118579,10440,3
1694,55210,8358,4
1695,118579,10440,3
1696,117811,32407,4
1697,24378,7992,3
1698,24378,7992,3
1699,117811,32407,4
1700,24378,7992,3
1701,50791,91426,4
1702,118579,10440,3
1703,24378,7992,3
1704,71154,91549,4
1705,71154,91549,4
1706,50791,91426,4
1707,117811,32407,4
1708,118579,10440,3
1709,55210,8358,4
1710,50791,91426,4
1711,50791,91426,4
1712,55210,8358,4
1713,118579,10440,3
1714,55210,8358,4
1715,71154,91549,4
1716,24378,7992,3
1717,117811,32407,4
1718,24378,7992,3
1719,55210,8358,4
1720,55210,8358,4
1721,118579,10440,3
1722,117811,32407,4
1723,71154,91549,4
1724,24378,7992,3
1725,50791,91426,4
1726,55210,8358,4
1727,50791,91426,4
1728,117811,32407,4
1729,24378,7992,3
1730,24378,7992,3
1731,118579,10440,3
1732,24378,7992,3
1733,50791,91426,4
1734,24378,7992,3
1735,118579,10440,3
1736,117811,32407,4
1737,55210,8358,4
1738,55210,8358,4
1739,71154,91549,4
1740,50791,91426,4
1741,50791,91426,4
1742,55210,8358,4
1743,55210,8358,4
1744,117811,32407,4
1745,118579,10440,3
1746,55210,8358,4
1747,118579,10440,3
1748,50791,91426,4
1749,71154,91549,4
1750,24378,7992,3
1751,118579,10440,3
1752,24378,7992,3
1753,71154,91549,4
1754,118579,10440,3
1755,117811,32407,4
1756,118579,10440,3
1757,117811,32407,4
1758,55210,8358,4
1759,71154,91549,4
1760,55210,8358,4
1761,55210,8358,4
1762,55210,8358,4
1763,117811,32407,4
1764,24378,7992,3
1765,71154,91549,4
1766,24378,7992,3
1767,24378,7992,3
1768,55210,8358,4
1769,50791,91426,4
1770,71154,91549,4
1771,55210,8358,4
1772,55210,8358,4
1773,71154,91549,4
1774,24378,7992,3
1775,117811,32407,4
1776,117811,32407,4
1777,24378,7992,3
1778,50791,91426,4
1779,71154,91549,4
1780,24378,7992,3
1781,24378,7992,3
1782,71154,91549,4
1783,71154,91549,4
1784,50791,91426,4
1785,118579,10440,3
1786,55210,8358,4
1787,55210,8358,4
1788,71154,91549,4
1789,50791,91426,4
1790,118579,10440,3
1791,118579,10440,3
1792,55210,8358,4
1793,118579,10440,3
1794,24378,7992,3
1795,118579,10440,3
1796,71154,91549,4
1797,24378,7992,3
1798,55210,8358,4
1799,55210,8358,4
1800,118579,10440,3
1801,55210,8358,4
1802,71154,91549,4
1803,24378,7992,3
1804,50791,91426,4
1805,50791,91426,4
1806,117811,32407,4
1807,117811,32407,4
1808,50791,91426,4
1809,55210,8358,4
1810,24378,7992,3
1811,71154,91549,4
1812,24378,7992,3
1813,71154,91549,4
1814,55210,8358,4
1815,55210,8358,4
1816,117811,32407,4
1817,24378,7992,3
1818,50791,91426,4
1819,55210,8358,4
1820,118579,10440,3
1821,24378,7992,3
1822,24378,7992,3
1823,24378,7992,3
1824,118579,10440,3
1825,117811,32407,4
1826,71154,91549,4
1827,71154,91549,4
1828,117811,32407,4
1829,24378,7992,3
1830,71154,91549,4
1831,71154,91549,4
1832,55210,8358,4
1833,71154,91549,4
1834,118579,10440,3
1835,71154,91549,4
1836,118579,10440,3
1837,55210,8358,4
1838,71154,91549,4
1839,50791,91426,4
1840,117811,32407,4
1841,118579,10440,3
1842,117811,32407,4
1843,118579,10440,3
1844,117811,32407,4
1845,24378,7992,3
1846,24378,7992,3
1847,55210,8358,4
1848,117811,32407,4
1849,71154,91549,4
1850,118579,10440,3
1851,50791,91426,4
1852,71154,91549,4
1853,118579,10440,3
1854,118579,10440,3
1855,71154,91549,4
1856,50791,91426,4
1857,24378,7992,3
1858,55210,8358,4
1859,55210,8358,4
1860,24378,7992,3
1861,24378,7992,3
1862,118579,10440,3
1863,71154,91549,4
1864,71154,91549,4
1865,118579,10440,3
1866,71154,91549,4
1867,50791,91426,4
1868,71154,91549,4
1869,55210,8358,4
1870,24378,7992,3
1871,24378,7992,3
1872,50791,91426,4
1873,118579,10440,3
1874,117811,32407,4
1875,55210,8358,4
1876,24378,7992,3
1877,55210,8358,4
1878,117811,32407,4
1879,118579,10440,3
1880,117811,32407,4
1881,71154,91549,4
1882,71154,91549,4
1883,55210,8358,4
1884,50791,91426,4
1885,50791,91426,4
1886,118579,10440,3
1887,71154,91549,4
1888,50791,91426,4
1889,24378,7992,3
1890,118579,10440,3
1891,117811,32407,4
1892,118579,10440,3
1893,117811,32407,4
1894,24378,7992,3
1895,50791,91426,4
1896,24378,7992,3
1897,24378,7992,3
1898,118579,10440,3
1899,71154,91549,4
1900,118579,10440,3
1901,117811,32407,4
1902,24378,7992,3
1903,24378,7992,3
1904,71154,91549,4
1905,55210,8358,4
1906,71154,91549,4
1907,71154,91549,4
1908,117811,32407,4
1909,55210,8358,4
1910,71154,91549,4
1911,24378,7992,3
1912,55210,8358,4
1913,50791,91426,4
1914,24378,7992,3
1915,118579,10440,3
1916,117811,32407,4
1917,71154,91549,4
1918,55210,8358,4
1919,50791,91426,4
1920,71154,91549,4
1921,117811,32407,4
1922,55210,8358,4
1923,71154,91549,4
1924,50791,91426,4
1925,55210,8358,4
1926,117811,32407,4
1927,55210,8358,4
1928,117811,32407,4
1929,24378,7992,3
1930,118579,10440,3
1931,118579,10440,3
1932,71154,91549,4
1933,55210,8358,4
1934,71154,91549,4
1935,117811,32407,4
1936,24378,7992,3
1937,24378,7992,3
1938,118579,10440,3
1939,55210,8358,4
1940,24378,7992,3
1941,50791,91426,4
1942,71154,91549,4
1943,71154,91549,4
1944,118579,10440,3
1945,117811,32407,4
1946,24378,7992,3
1947,71154,91549,4
1948,71154,91549,4
1949,117811,32407,4
1950,71154,91549,4
1951,50791,91426,4
1952,118579,10440,3
1953,117811,32407,4
1954,24378,7992,3
1955,55210,8358,4
1956,24378,7992,3
1957,71154,91549,4
1958,71154,91549,4
1959,117811,32407,4
1960,24378,7992,3
1961,55210,8358,4
1962,50791,91426,4
1963,118579,10440,3
1964,117811,32407,4
1965,117811,32407,4
1966,55210,8358,4
1967,50791,91426,4
1968,50791,91426,4
1969,117811,32407,4
1970,118579,10440,3
1971,24378,7992,3
1972,24378,7992,3
1973,50791,91426,4
1974,24378,7992,3
1975,71154,91549,4
1976,118579,10440,3
1977,50791,91426,4
1978,71154,91549,4
1979,118579,10440,3
1980,55210,8358,4
1981,71154,91549,4
1982,55210,8358,4
1983,118579,10440,3
1984,117811,32407,4
1985,24378,7992,3
1986,50791,91426,4
1987,50791,91426,4
1988,24378,7992,3
1989,71154,91549,4
1990,118579,10440,3
1991,117811,32407,4
1992,71154,91549,4
1993,55210,8358,4
1994,50791,91426,4
1995,50791,91426,4
1996,117811,32407,4
1997,117811,32407,4
1998,71154,91549,4
1999,71154,91549,4
2000,24378,7992,3
2001,50791,91426,4
2002,118579,10440,3
2003,117811,32407,4
2004,117811,32407,4
2005,24378,7992,3
2006,55210,8358,4
2007,50791,91426,4
2008,71154,91549,4
2009,118579,10440,3
2010,117811,32407,4
2011,71154,91549,4
2012,24378,7992,3
2013,71154,91549,4
2014,50791,91426,4
2015,55210,8358,4
2016,117811,32407,4
2017,71154,91549,4
2018,50791,91426,4
2019,24378,7992,3
2020,118579,10440,3
2021,117811,32407,4
2022,24378,7992,3
2023,55210,8358,4
2024,50791,91426,4
2025,24378,7992,3
2026,118579,10440,3
2027,117811,32407,4
2028,24378,7992,3
2029,71154,91549,4
2030,71154,91549,4
2031,55210,8358,4
2032,71154,91549,4
2033,50791,91426,4
2034,55210,8358,4
2035,50791,91426,4
2036,50791,91426,4
2037,55210,8358,4
2038,50791,91426,4
2039,118579,10440,3
2040,24378,7992,3
2041,117811,32407,4
2042,55210,8358,4
2043,55210,8358,4
2044,50791,91426,4
2045,50791,91426,4
2046,71154,91549,4
2047,24378,7992,3
2048,118579,10440,3
2049,71154,91549,4
2050,24378,7992,3
2051,71154,91549,4
2052,50791,91426,4
2053,117811,32407,4
2054,71154,91549,4
2055,55210,8358,4
2056,55210,8358,4
2057,118579,10440,3
2058,117811,32407,4
2059,55210,8358,4
2060,50791,91426,4
2061,118579,10440,3
2062,71154,91549,4
2063,117811,32407,4
2064,55210,8358,4
2065,50791,91426,4
2066,71154,91549,4
2067,50791,91426,4
2068,118579,10440,3
2069,24378,7992,3
2070,24378,7992,3
2071,117811,32407,4
2072,118579,10440,3
2073,117811,32407,4
2074,118579,10440,3
2075,55210,8358,4
2076,24378,7992,3
2077,50791,91426,4
2078,71154,91549,4
2079,24378,7992,3
2080,71154,91549,4
2081,55210,8358,4
2082,50791,91426,4
2083,117811,32407,4
2084,55210,8358,4
2085,24378,7992,3
2086,50791,91426,4
2087,24378,7992,3
2088,55210,8358,4
2089,117811,32407,4
2090,118579,10440,3
2091,117811,32407,4
2092,71154,91549,4
2093,71154,91549,4
2094,118579,10440,3
2095,117811,32407,4
2096,71154,91549,4
2097,50791,91426,4
2098,118579,10440,3
2099,117811,32407,4
2100,55210,8358,4
2101,71154,91549,4
2102,50791,91426,4
2103,118579,10440,3
2104,50791,91426,4
2105,118579,10440,3
2106,117811,32407,4
2107,50791,91426,4
2108,71154,91549,4
2109,118579,10440,3
2110,71154,91549,4
2111,24378,7992,3
2112,71154,91549,4
2113,71154,91549,4
2114,71154,91549,4
2115,55210,8358,4
2116,24378,7992,3
2117,55210,8358,4
2118,50791,91426,4
2119,118579,10440,3
2120,118579,10440,3
2121,117811,32407,4
2122,24378,7992,3
2123,50791,91426,4
2124,118579,10440,3
2125,24378,7992,3
2126,50791,91426,4
2127,55210,8358,4
2128,71154,91549,4
2129,50791,91426,4
2130,117811,32407,4
2131,71154,91549,4
2132,50791,91426,4
2133,24378,7992,3
2134,118579,10440,3
2135,50791,91426,4
2136,117811,32407,4
2137,118579,10440,3
2138,24378,7992,3
2139,117811,32407,4
2140,50791,91426,4
2141,50791,91426,4
2142,24378,7992,3
2143,118579,10440,3
2144,71154,91549,4
2145,118579,10440,3
2146,24378,7992,3
2147,50791,91426,4
2148,117811,32407,4
2149,55210,8358,4
2150,71154,91549,4
2151,50791,91426,4
2152,50791,91426,4
2153,50791,91426,4
2154,117811,32407,4
2155,118579,10440,3
2156,24378,7992,3
2157,55210,8358,4
2158,24378,7992,3
2159,24378,7992,3
2160,71154,91549,4
2161,24378,7992,3
2162,71154,91549,4
2163,50791,91426,4
2164,71154,91549,4
2165,55210,8358,4
2166,50791,91426,4
2167,118579,10440,3
2168,55210,8358,4
2169,71154,91549,4
2170,50791,91426,4
2171,24378,7992,3
2172,117811,32407,4
2173,55210,8358,4
2174,50791,91426,4
2175,71154,91549,4
2176,50791,91426,4
2177,117811,32407,4
2178,24378,7992,3
2179,24378,7992,3
2180,50791,91426,4
2181,71154,91549,4
2182,55210,8358,4
2183,118579,10440,3
2184,117811,32407,4
2185,118579,10440,3
2186,50791,91426,4
2187,117811,32407,4
2188,118579,10440,3
2189,117811,32407,4
2190,118579,10440,3
2191,117811,32407,4
2192,50791,91426,4
2193,24378,7992,3
2194,50791,91426,4
2195,118579,10440,3
2196,24378,7992,3
2197,71154,91549,4
2198,71154,91549,4
2199,55210,8358,4
2200,71154,91549,4
2201,50791,91426,4
2202,118579,10440,3
2203,117811,32407,4
2204,24378,7992,3
2205,50791,91426,4
2206,55210,8358,4
2207,24378,7992,3
2208,55210,8358,4
2209,118579,10440,3
2210,118579,10440,3
2211,55210,8358,4
2212,55210,8358,4
2213,24378,7992,3
2214,71154,91549,4
2215,117811,32407,4
2216,24378,7992,3
2217,55210,8358,4
2218,71154,91549,4
2219,71154,91549,4
2220,117811,32407,4
2221,71154,91549,4
2222,50791,91426,4
2223,55210,8358,4
2224,118579,10440,3
2225,117811,32407,4
2226,24378,7992,3
2227,117811,32407,4
2228,55210,8358,4
2229,71154,91549,4
2230,50791,91426,4
2231,117811,32407,4
2232,117811,32407,4
2233,71154,91549,4
2234,117811,32407,4
2235,71154,91549,4
2236,55210,8358,4
2237,71154,91549,4
2238,55210,8358,4
2239,50791,91426,4
2240,118579,10440,3
2241,117811,32407,4
2242,118579,10440,3
2243,117811,32407,4
2244,55210,8358,4
2245,118579,10440,3
2246,117811,32407,4
2247,50791,91426,4
2248,24378,7992,3
2249,55210,8358,4
2250,117811,32407,4
2251,24378,7992,3
2252,24378,7992,3
2253,71154,91549,4
2254,55210,8358,4
2255,50791,91426,4
2256,118579,10440,3
2257,117811,32407,4
2258,117811,32407,4
2259,71154,91549,4
2260,50791,91426,4
2261,55210,8358,4
2262,118579,10440,3
2263,50791,91426,4
2264,24378,7992,3
2265,117811,32407,4
2266,50791,91426,4
2267,24378,7992,3
2268,71154,91549,4
2269,50791,91426,4
2270,24378,7992,3
2271,117811,32407,4
2272,24378,7992,3
2273,24378,7992,3
2274,71154,91549,4
2275,71154,91549,4
2276,117811,32407,4
2277,55210,8358,4
2278,50791,91426,4
2279,55210,8358,4
2280,118579,10440,3
2281,55210,8358,4
2282,118579,10440,3
2283,50791,91426,4
2284,117811,32407,4
2285,118579,10440,3
2286,117811,32407,4
2287,71154,91549,4
2288,50791,91426,4
2289,71154,91549,4
2290,55210,8358,4
2291,50791,91426,4
2292,118579,10440,3
2293,117811,32407,4
2294,71154,91549,4
2295,50791,91426,4
2296,55210,8358,4
2297,50791,91426,4
2298,118579,10440,3
2299,117811,32407,4
2300,24378,7992,3
2301,24378,7992,3
2302,55210,8358,4
2303,50791,91426,4
2304,24378,7992,3
2305,118579,10440,3
2306,117811,32407,4
2307,24378,7992,3
2308,50791,91426,4
2309,71154,91549,4
2310,50791,91426,4
2311,71154,91549,4
2312,24378,7992,3
2313,55210,8358,4
2314,55210,8358,4
2315,50791,91426,4
2316,118579,10440,3
2317,24378,7992,3
2318,55210,8358,4
2319,117811,32407,4
2320,24378,7992,3
2321,55210,8358,4
2322,50791,91426,4
2323,71154,91549,4
2324,71154,91549,4
2325,50791,91426,4
2326,118579,10440,3
2327,117811,32407,4
2328,118579,10440,3
2329,55210,8358,4
2330,118579,10440,3
2331,117811,32407,4
2332,24378,7992,3
2333,118579,10440,3
2334,50791,91426,4
2335,24378,7992,3
2336,71154,91549,4
2337,55210,8358,4
2338,24378,7992,3
2339,50791,91426,4
2340,71154,91549,4
2341,24378,7992,3
2342,24378,7992,3
2343,55210,8358,4
2344,118579,10440,3
2345,117811,32407,4
2346,24378,7992,3
2347,50791,91426,4
2348,55210,8358,4
2349,71154,91549,4
2350,24378,7992,3
2351,55210,8358,4
2352,55210,8358,4
2353,24378,7992,3
2354,50791,91426,4
2355,24378,7992,3
2356,24378,7992,3
2357,50791,91426,4
2358,55210,8358,4
2359,71154,91549,4
2360,118579,10440,3
2361,55210,8358,4
2362,50791,91426,4
2363,55210,8358,4
2364,118579,10440,3
2365,55210,8358,4
2366,71154,91549,4
2367,117811,32407,4
2368,118579,10440,3
2369,117811,32407,4
2370,24378,7992,3
2371,55210,8358,4
2372,50791,91426,4
2373,117811,32407,4
2374,117811,32407,4
2375,24378,7992,3
2376,55210,8358,4
2377,24378,7992,3
2378,24378,7992,3
2379,118579,10440,3
2380,24378,7992,3
2381,55210,8358,4
2382,118579,10440,3
2383,24378,7992,3
2384,50791,91426,4
2385,24378,7992,3
2386,24378,7992,3
2387,50791,91426,4
2388,50791,91426,4
2389,118579,10440,3
2390,71154,91549,4
2391,24378,7992,3
2392,55210,8358,4
2393,50791,91426,4
2394,50791,91426,4
2395,118579,10440,3
2396,117811,32407,4
2397,24378,7992,3
2398,50791,91426,4
2399,55210,8358,4
2400,71154,91549,4
2401,55210,8358,4
2402,50791,91426,4
2403,71154,91549,4
2404,117811,32407,4
2405,55210,8358,4
2406,55210,8358,4
2407,118579,10440,3
2408,117811,32407,4
2409,50791,91426,4
2410,24378,7992,3
2411,24378,7992,3
2412,71154,91549,4
2413,55210,8358,4
2414,117811,32407,4
2415,50791,91426,4
2416,117811,32407,4
2417,71154,91549,4
2418,55210,8358,4
2419,71154,91549,4
2420,117811,32407,4
2421,24378,7992,3
2422,55210,8358,4
2423,55210,8358,4
2424,24378,7992,3
2425,117811,32407,4
2426,50791,91426,4
2427,24378,7992,3
2428,50791,91426,4
2429,118579,10440,3
2430,24378,7992,3
2431,71154,91549,4
2432,118579,10440,3
2433,55210,8358,4
2434,24378,7992,3
2435,71154,91549,4
2436,55210,8358,4
2437,71154,91549,4
2438,50791,91426,4
2439,71154,91549,4
2440,71154,91549,4
2441,117811,32407,4
2442,24378,7992,3
2443,24378,7992,3
2444,50791,91426,4
2445,71154,91549,4
2446,117811,32407,4
2447,118579,10440,3
2448,117811,32407,4
2449,55210,8358,4
2450,117811,32407,4
2451,24378,7992,3
2452,55210,8358,4
2453,24378,7992,3
2454,55210,8358,4
2455,71154,91549,4
2456,117811,32407,4
2457,50791,91426,4
2458,24378,7992,3
2459,71154,91549,4
2460,118579,10440,3
2461,117811,32407,4
2462,24378,7992,3
2463,50791,91426,4
2464,24378,7992,3
2465,55210,8358,4
2466,71154,91549,4
2467,118579,10440,3
2468,71154,91549,4
2469,24378,7992,3
2470,50791,91426,4
2471,118579,10440,3
2472,71154,91549,4
2473,117811,32407,4
2474,71154,91549,4
2475,118579,10440,3
2476,117811,32407,4
2477,24378,7992,3
2478,50791,91426,4
2479,50791,91426,4
2480,71154,91549,4
2481,55210,8358,4
2482,50791,91426,4
2483,118579,10440,3
2484,117811,32407,4
2485,71154,91549,4
2486,71154,91549,4
2487,55210,8358,4
2488,118579,10440,3
2489,71154,91549,4
2490,118579,10440,3
2491,24378,7992,3
2492,55210,8358,4
2493,55210,8358,4
2494,50791,91426,4
2495,55210,8358,4
2496,118579,10440,3
2497,50791,91426,4
2498,118579,10440,3
2499,50791,91426,4
2500,24378,7992,3
2501,117811,32407,4
2502,118579,10440,3
2503,55210,8358,4
2504,50791,91426,4
2505,50791,91426,4
2506,118579,10440,3
2507,117811,32407,4
2508,71154,91549,4
2509,117811,32407,4
2510,24378,7992,3
2511,55210,8358,4
2512,24378,7992,3
2513,71154,91549,4
2514,117811,32407,4
2515,50791,91426,4
2516,117811,32407,4
2517,50791,91426,4
2518,24378,7992,3
2519,117811,32407,4
2520,24378,7992,3
2521,71154,91549,4
2522,55210,8358,4
2523,50791,91426,4
2524,50791,91426,4
2525,55210,8358,4
2526,117811,32407,4
2527,71154,91549,4
2528,71154,91549,4
2529,117811,32407,4
2530,50791,91426,4
2531,24378,7992,3
2532,50791,91426,4
2533,118579,10440,3
2534,117811,32407,4
2535,50791,91426,4
2536,117811,32407,4
2537,24378,7992,3
2538,71154,91549,4
2539,117811,32407,4
2540,24378,7992,3
2541,71154,91549,4
2542,50791,91426,4
2543,118579,10440,3
2544,117811,32407,4
2545,71154,91549,4
2546,71154,91549,4
2547,71154,91549,4
2548,117811,32407,4
2549,24378,7992,3
2550,55210,8358,4
2551,50791,91426,4
2552,55210,8358,4
2553,118579,10440,3
2554,117811,32407,4
2555,24378,7992,3
2556,24378,7992,3
2557,24378,7992,3
2558,55210,8358,4
2559,71154,91549,4
2560,50791,91426,4
2561,118579,10440,3
2562,117811,32407,4
2563,50791,91426,4
2564,71154,91549,4
2565,24378,7992,3
2566,50791,91426,4
2567,24378,7992,3
2568,118579,10440,3
2569,24378,7992,3
2570,118579,10440,3
2571,24378,7992,3
2572,24378,7992,3
2573,117811,32407,4
2574,55210,8358,4
2575,71154,91549,4
2576,50791,91426,4
2577,71154,91549,4
2578,55210,8358,4
2579,117811,32407,4
2580,117811,32407,4
2581,55210,8358,4
2582,55210,8358,4
2583,50791,91426,4
2584,71154,91549,4
2585,55210,8358,4
2586,50791,91426,4
2587,117811,32407,4
2588,55210,8358,4
